"Cloudlet","","Vertual Machine","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load","","Length","Load",""
"CL = 61"," -> ","VM = 4","","12900.0","13.782051282051283","","8377.0","12.070605187319885","","12059.0","12.205465587044534","","8017.0","11.965671641791046","","10552.0","14.454794520547946","","5938.0","11.9476861167002","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","9566.0","11.898009950248756","","6165.0","12.711340206185566",""
"CL = 62"," -> ","VM = 12","","12900.0","13.782051282051283","","8377.0","12.070605187319885","","12059.0","12.205465587044534","","8017.0","11.965671641791046","","10552.0","14.454794520547946","","5938.0","11.9476861167002","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 63"," -> ","VM = 5","","12900.0","13.782051282051283","","8377.0","12.070605187319885","","12059.0","12.205465587044534","","8017.0","11.965671641791046","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 64"," -> ","VM = 3","","12900.0","13.782051282051283","","8377.0","12.070605187319885","","12059.0","12.205465587044534","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 65"," -> ","VM = 1","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","12059.0","12.205465587044534","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 66"," -> ","VM = 2","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","13064.0","13.222672064777328","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","7808.0","12.695934959349593","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 67"," -> ","VM = 8","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","13064.0","13.222672064777328","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","6165.0","12.711340206185566",""
"CL = 68"," -> ","VM = 13","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","13064.0","13.222672064777328","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","12567.0","12.88923076923077","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 69"," -> ","VM = 9","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","13064.0","13.222672064777328","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","8247.0","14.073378839590443","","7248.0","13.154264972776769","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 70"," -> ","VM = 11","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","13064.0","13.222672064777328","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","8247.0","14.073378839590443","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 71"," -> ","VM = 2","","12900.0","13.782051282051283","","9707.0","13.987031700288185","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","8247.0","14.073378839590443","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 72"," -> ","VM = 0","","14123.0","15.088675213675213","","9707.0","13.987031700288185","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","8247.0","14.073378839590443","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 73"," -> ","VM = 1","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","8247.0","14.073378839590443","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 74"," -> ","VM = 10","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","13831.0","14.185641025641026","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 75"," -> ","VM = 9","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","8587.0","14.335559265442404","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 76"," -> ","VM = 7","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","10552.0","14.454794520547946","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 77"," -> ","VM = 4","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","7201.0","14.488933601609657","","7002.0","14.679245283018869","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 78"," -> ","VM = 5","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","7002.0","14.679245283018869","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 79"," -> ","VM = 6","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","12036.0","14.970149253731343","","8892.0","18.3340206185567",""
"CL = 80"," -> ","VM = 12","","14123.0","15.088675213675213","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 81"," -> ","VM = 0","","16508.0","17.636752136752136","","10970.0","15.806916426512968","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 82"," -> ","VM = 1","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","15810.0","16.002024291497975","","10624.0","15.856716417910448","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 83"," -> ","VM = 3","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","15810.0","16.002024291497975","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","9808.0","15.947967479674796","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 84"," -> ","VM = 8","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","15810.0","16.002024291497975","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 85"," -> ","VM = 2","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","16984.0","17.190283400809715","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","16106.0","16.518974358974358","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 86"," -> ","VM = 9","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","16984.0","17.190283400809715","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","13687.0","17.02363184079602","","8892.0","18.3340206185567",""
"CL = 87"," -> ","VM = 12","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","16984.0","17.190283400809715","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 88"," -> ","VM = 2","","16508.0","17.636752136752136","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 89"," -> ","VM = 0","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","12930.0","17.71232876712329","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 90"," -> ","VM = 4","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","10685.0","17.83806343906511","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 91"," -> ","VM = 7","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","9869.0","17.911070780399275","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 92"," -> ","VM = 11","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","8632.0","18.09643605870021","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 93"," -> ","VM = 6","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","8892.0","18.3340206185567",""
"CL = 94"," -> ","VM = 13","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","18229.0","18.450404858299596","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 95"," -> ","VM = 2","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","18003.0","18.464615384615385","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 96"," -> ","VM = 9","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","9210.0","18.53118712273642","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","20897.0","21.432820512820513","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 97"," -> ","VM = 5","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","20897.0","21.432820512820513","","10897.0","18.59556313993174","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 98"," -> ","VM = 10","","17642.0","18.8482905982906","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 99"," -> ","VM = 0","","19022.0","20.322649572649574","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","11643.0","18.931707317073172","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 100"," -> ","VM = 8","","19022.0","20.322649572649574","","13310.0","19.178674351585013","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 101"," -> ","VM = 1","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","19290.0","19.524291497975707","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 102"," -> ","VM = 2","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","13166.0","19.650746268656718","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 103"," -> ","VM = 3","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","15875.0","19.74502487562189","","10089.0","20.802061855670104",""
"CL = 104"," -> ","VM = 12","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","11989.0","20.015025041736227","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","10089.0","20.802061855670104",""
"CL = 105"," -> ","VM = 7","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","9678.0","20.28930817610063","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","10089.0","20.802061855670104",""
"CL = 106"," -> ","VM = 6","","19022.0","20.322649572649574","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","10089.0","20.802061855670104",""
"CL = 107"," -> ","VM = 0","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","15128.0","20.723287671232878","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","10089.0","20.802061855670104",""
"CL = 108"," -> ","VM = 4","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","10089.0","20.802061855670104",""
"CL = 109"," -> ","VM = 13","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","20761.0","21.013157894736842","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 110"," -> ","VM = 2","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","22073.0","22.341093117408906","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","20897.0","21.432820512820513","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 111"," -> ","VM = 9","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","22073.0","22.341093117408906","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","12207.0","22.15426497277677","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 112"," -> ","VM = 11","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","22073.0","22.341093117408906","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","13658.0","22.208130081300812","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 113"," -> ","VM = 8","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","22073.0","22.341093117408906","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 114"," -> ","VM = 2","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","24828.0","25.129554655870447","","15320.0","22.865671641791046","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 115"," -> ","VM = 3","","21423.0","22.887820512820515","","15952.0","22.985590778097983","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 116"," -> ","VM = 0","","24369.0","26.03525641025641","","15952.0","22.985590778097983","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","18456.0","22.955223880597014","","11392.0","23.48865979381443",""
"CL = 117"," -> ","VM = 12","","24369.0","26.03525641025641","","15952.0","22.985590778097983","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","13754.0","22.96160267111853","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","11392.0","23.48865979381443",""
"CL = 118"," -> ","VM = 7","","24369.0","26.03525641025641","","15952.0","22.985590778097983","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","11392.0","23.48865979381443",""
"CL = 119"," -> ","VM = 1","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","13504.0","23.044368600682596","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","11392.0","23.48865979381443",""
"CL = 120"," -> ","VM = 10","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","16960.0","23.232876712328768","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","15246.0","26.017064846416382","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","11392.0","23.48865979381443",""
"CL = 121"," -> ","VM = 4","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","19862.0","27.208219178082192","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","15246.0","26.017064846416382","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","11392.0","23.48865979381443",""
"CL = 122"," -> ","VM = 13","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","19862.0","27.208219178082192","","11838.0","23.81891348088531","","11357.0","23.80922431865828","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","15246.0","26.017064846416382","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","13399.0","27.62680412371134",""
"CL = 123"," -> ","VM = 6","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","19862.0","27.208219178082192","","11838.0","23.81891348088531","","12889.0","27.020964360587","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","15246.0","26.017064846416382","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","13399.0","27.62680412371134",""
"CL = 124"," -> ","VM = 5","","24369.0","26.03525641025641","","17172.0","24.743515850144092","","24828.0","25.129554655870447","","17445.0","26.03731343283582","","19862.0","27.208219178082192","","12898.0","25.951710261569417","","12889.0","27.020964360587","","16099.0","26.87646076794658","","15174.0","24.673170731707316","","23408.0","24.008205128205127","","15246.0","26.017064846416382","","13844.0","25.125226860254084","","20013.0","24.89179104477612","","13399.0","27.62680412371134",""
